ID,"        ""adj.P.Val""",P.Value,logFC,"        ""Gene.symbol"""
7984364,2.46E-04,3.39E-06,-0.36827042,SMAD3
7992181,2.48E-04,3.43E-06,-0.73030104,TPSB2///TPSD1///TPSAB1
8020308,2.50E-04,3.47E-06,-0.25022579,LDLRAD4
8063442,2.51E-04,3.49E-06,-0.16585644,
8075423,2.51E-04,3.49E-06,0.31226106,DUSP18
8049752,2.51E-04,3.50E-06,-0.39766618,SNED1
8008493,2.56E-04,3.58E-06,-0.31510559,LUC7L3
8083240,2.57E-04,3.59E-06,0.57268255,AGTR1
8092067,2.58E-04,3.61E-06,0.42361475,RPL22L1
7999903,2.58E-04,3.63E-06,0.32894205,KNOP1
7925763,2.59E-04,3.64E-06,0.14940562,SH3BP5L
7989887,2.59E-04,3.67E-06,-0.14890942,MEGF11
8161520,2.59E-04,3.68E-06,-0.59903204,PGM5P2///PGM5
8081001,2.59E-04,3.68E-06,-1.13859312,ROBO2
8127698,2.59E-04,3.69E-06,-0.22423397,PHIP
8167305,2.66E-04,3.78E-06,0.46035257,EBP
7961514,2.70E-04,3.85E-06,-0.46006976,MGP
8011826,2.70E-04,3.86E-06,0.53324195,SCIMP
7947934,2.70E-04,3.87E-06,0.31112514,MTCH2
8180261,2.70E-04,3.88E-06,0.41050373,LILRA6
8150076,2.70E-04,3.89E-06,-0.20331706,DUSP4
7931930,2.70E-04,3.90E-06,-0.47396429,PRKCQ
8130422,2.72E-04,3.93E-06,-0.68175019,CNKSR3///CNKSR3
7935776,2.72E-04,3.94E-06,0.35648964,
8169009,2.74E-04,3.97E-06,-0.27905293,BEX4
8124262,2.74E-04,3.99E-06,0.26236571,TDP2
8022338,2.74E-04,4.00E-06,-0.49406977,LOC100996333///ADGRA3
7892775,2.78E-04,4.05E-06,0.54966712,
7966690,2.85E-04,4.17E-06,0.62373499,TBX3
8049784,2.86E-04,4.19E-06,0.22388386,PPP1R7
8112478,2.92E-04,4.28E-06,0.49715003,NAIP
7977965,2.94E-04,4.33E-06,-0.17739165,SLC22A17
8095110,2.94E-04,4.34E-06,-0.90004401,KIT
8172158,2.94E-04,4.34E-06,-0.21913753,CASK
8151532,2.96E-04,4.39E-06,-1.22726069,FABP4
8049128,3.00E-04,4.46E-06,0.20627816,ALPPL2
8087210,3.01E-04,4.49E-06,0.1892568,PRKAR2A
8082974,3.01E-04,4.49E-06,-0.63583624,ESYT3
8036707,3.05E-04,4.55E-06,0.1027411,LRFN1
7895724,3.06E-04,4.59E-06,-0.57449618,
7994926,3.06E-04,4.61E-06,0.11291716,SNORA30
7892528,3.06E-04,4.61E-06,-0.23793647,
7938348,3.06E-04,4.61E-06,-0.48791171,WEE1
8017344,3.06E-04,4.62E-06,-0.38274192,LOC100129112
8178193,3.08E-04,4.66E-06,-0.3188256,HLA-DRA///HLA-DQA1
7912412,3.08E-04,4.67E-06,0.21331202,MTOR
7999291,3.09E-04,4.69E-06,-0.65206888,C16orf89
8152148,3.10E-04,4.72E-06,-0.14762925,UBR5
7983922,3.11E-04,4.74E-06,0.47855565,
7935639,3.14E-04,4.80E-06,-0.25767464,SLC25A28
8155734,3.14E-04,4.80E-06,-0.71235357,FAM189A2
8160889,3.14E-04,4.81E-06,-1.01071548,CCL21
8164200,3.14E-04,4.82E-06,-0.56788925,ANGPTL2
8058905,3.14E-04,4.84E-06,0.96488907,CXCR1
8179648,3.15E-04,4.85E-06,-0.22404266,GNL1
7896730,3.21E-04,4.95E-06,-0.39641124,
7926368,3.22E-04,4.98E-06,-0.24749553,VIM
8051605,3.26E-04,5.06E-06,-0.33852767,HNRNPLL
7931293,3.40E-04,5.28E-06,-0.23852258,DOCK1
7947815,3.45E-04,5.36E-06,0.40546216,ACP2
7893608,3.45E-04,5.38E-06,-0.40833482,
7924351,3.45E-04,5.39E-06,0.3680796,EPRS
8048782,3.45E-04,5.40E-06,-0.44178878,COL4A3
7952526,3.47E-04,5.43E-06,-0.58197183,CDON
8104506,3.60E-04,5.65E-06,-0.21857257,TRIO
8068401,3.60E-04,5.66E-06,0.28386666,CBR1
7907611,3.60E-04,5.68E-06,-0.36447143,RASAL2
7961026,3.65E-04,5.77E-06,-0.63907926,OVOS///OVOS2
7991234,3.65E-04,5.78E-06,0.47350659,MFGE8
8128894,3.65E-04,5.79E-06,-0.22518995,REV3L
8088491,3.67E-04,5.83E-06,-0.17523873,CADPS
8120943,3.68E-04,5.86E-06,0.36200897,CYB5R4
8179224,3.68E-04,5.87E-06,0.65545368,MUC21
8110932,3.73E-04,5.95E-06,-0.54582264,SEMA5A
8139207,3.74E-04,5.98E-06,-0.73280779,INHBA///INHBA
8070129,3.74E-04,6.00E-06,-0.20012415,DONSON
8166956,3.75E-04,6.03E-06,-0.22789959,KDM6A
8114083,3.79E-04,6.10E-06,-0.21033392,AFF4
7896703,3.80E-04,6.12E-06,0.76639995,
7972336,3.87E-04,6.26E-06,-0.32698539,DZIP1
8128111,3.87E-04,6.28E-06,0.30869604,UBE2J1
7919193,3.87E-04,6.28E-06,-0.27733902,NUDT4P1///NUDT4P2///NUDT4
8125289,3.89E-04,6.32E-06,-0.51631112,TNXB///TNXA
7914218,3.90E-04,6.35E-06,0.2116603,TAF12
8081740,3.93E-04,6.41E-06,0.2768128,ATP6V1A
8152522,3.95E-04,6.46E-06,-1.16368373,ENPP2
8139411,3.98E-04,6.51E-06,-0.20311003,TMED4
7931097,3.99E-04,6.54E-06,-0.37032681,HTRA1
7906720,3.99E-04,6.55E-06,0.48870032,FCER1G
7926207,4.03E-04,6.64E-06,0.24537349,CDC123
8162373,4.06E-04,6.69E-06,-0.99041724,OGN
7972888,4.06E-04,6.71E-06,-0.35944101,PCID2
8034217,4.07E-04,6.74E-06,-0.24327439,EPOR
8075239,4.07E-04,6.75E-06,0.32954049,THOC5
8105481,4.10E-04,6.82E-06,0.37408169,GAPT
8133442,4.19E-04,6.98E-06,0.25443267,LAT2
8061883,4.20E-04,7.00E-06,1.54651095,BPIFA1
7988093,4.22E-04,7.05E-06,-0.22575542,TP53BP1
8044793,4.22E-04,7.07E-06,0.44187258,STEAP3
7917304,4.22E-04,7.08E-06,-0.62118334,MCOLN3
7941214,4.23E-04,7.11E-06,0.25241715,POLA2
8086600,4.27E-04,7.19E-06,0.82715735,CCR1
7902127,4.27E-04,7.20E-06,-0.64432591,SGIP1
8110112,4.28E-04,7.23E-06,0.15341255,
8072678,4.29E-04,7.25E-06,1.09717838,HMOX1
7950764,4.29E-04,7.27E-06,-0.31377542,DLG2
8121825,4.39E-04,7.46E-06,-0.34443085,RNF217
8003824,4.42E-04,7.51E-06,0.33939901,CTNS
8032553,4.42E-04,7.55E-06,-0.25998583,TLE2
8144931,4.42E-04,7.56E-06,0.28088817,ATP6V1B2
8084630,4.42E-04,7.57E-06,0.15062933,NMRAL1P1
7971015,4.42E-04,7.57E-06,-0.42280156,SMAD9
8063427,4.42E-04,7.58E-06,0.1861885,MOCS3
8037166,4.48E-04,7.70E-06,-0.24404954,ERF
8070269,4.48E-04,7.71E-06,0.17997604,DSCR3
8036956,4.48E-04,7.73E-06,0.2264653,C19orf54
8075673,4.48E-04,7.74E-06,-0.30739194,RBFOX2
7947481,4.48E-04,7.76E-06,0.95904321,ELF5
8147132,4.48E-04,7.76E-06,-0.74076867,CA2
7956031,4.49E-04,7.80E-06,0.30818934,ORMDL2
7974316,4.49E-04,7.82E-06,-0.50185589,FRMD6
7905929,4.49E-04,7.83E-06,-0.38176112,EFNA1
8088397,4.53E-04,7.92E-06,-0.2776705,ACOX2
7894916,4.53E-04,7.92E-06,-0.37878464,
8150112,4.56E-04,7.99E-06,0.34080642,GSR
7900051,4.57E-04,8.02E-06,-0.19045832,AGO3
7979574,4.57E-04,8.03E-06,-0.24650546,SGPP1
8141076,4.70E-04,8.27E-06,0.34223387,PON2
8120927,4.71E-04,8.30E-06,-0.26339353,RWDD2A
7902205,4.71E-04,8.32E-06,-0.19351115,IL12RB2
8018288,4.72E-04,8.35E-06,0.19878087,ATP5H
7925452,4.72E-04,8.37E-06,-0.16222294,GREM2
8143441,4.75E-04,8.44E-06,-0.41930794,KIAA1147
8036055,4.75E-04,8.45E-06,0.39318296,LGI4
7922793,4.75E-04,8.46E-06,0.13198093,ARPC5
7987279,4.80E-04,8.55E-06,-0.37368715,GOLGA8DP///GOLGA8CP///GOLGA8B///GOLGA8A
7931226,4.84E-04,8.65E-06,-0.2331144,ZRANB1
7917156,4.91E-04,8.80E-06,-0.243404,FUBP1
8103630,4.91E-04,8.80E-06,-0.35249454,SH3RF1
7895557,4.93E-04,8.87E-06,-0.24895979,
8154367,4.93E-04,8.87E-06,-0.3540387,TYRP1
7979757,4.94E-04,8.91E-06,0.23644168,ZFYVE26
7989128,4.94E-04,8.92E-06,-0.31979012,CNOT6L
8039672,4.97E-04,8.99E-06,-0.25804099,
7975459,4.97E-04,9.00E-06,-0.27079919,SIPA1L1
8147228,4.99E-04,9.05E-06,-0.18377378,DECR1
8064844,5.03E-04,9.14E-06,0.29459372,PCNA
7897236,5.05E-04,9.18E-06,0.48309981,KCNAB2
8033809,5.09E-04,9.29E-06,-0.36101933,ZNF846
8003553,5.09E-04,9.31E-06,0.18550917,CENPBD1
8088776,5.09E-04,9.31E-06,-0.21686011,FOXP1
7907702,5.12E-04,9.37E-06,0.40546894,SOAT1
8089112,5.14E-04,9.44E-06,-0.36530273,FILIP1L
8037614,5.15E-04,9.47E-06,0.39725507,GPR4
7897774,5.22E-04,9.61E-06,0.2531869,CLCN6
8120932,5.27E-04,9.71E-06,-0.12642503,PRSS35
8089911,5.31E-04,9.81E-06,0.52082095,HCLS1
8042326,5.31E-04,9.83E-06,-0.32154161,CEP68
8008819,5.31E-04,9.85E-06,-0.33536277,YPEL2
8116610,5.33E-04,9.90E-06,0.47855976,NQO2
8098671,5.34E-04,9.93E-06,-0.58146346,F11
7899192,5.38E-04,1.00E-05,0.29313595,RPS6KA1
8076056,5.42E-04,1.01E-05,-0.22910468,LOC400927-CSNK1E///CSNK1E
8095009,5.45E-04,1.02E-05,-0.24258297,DCUN1D4
8009832,5.46E-04,1.02E-05,-0.19697695,TSEN54
7939665,5.48E-04,1.03E-05,-0.28996938,MDK
7991427,5.55E-04,1.04E-05,0.22090962,VPS33B
8116724,5.60E-04,1.05E-05,-0.22009628,FARS2
7972650,5.68E-04,1.07E-05,-0.49731782,FGF14
7964832,5.70E-04,1.08E-05,0.27241281,
7927658,5.70E-04,1.08E-05,0.35985225,UBE2D1
8149399,5.70E-04,1.08E-05,-0.41331031,LONRF1
7896689,5.70E-04,1.08E-05,0.39737935,
8061894,5.73E-04,1.09E-05,2.3819471,BPIFB1
7925161,5.77E-04,1.10E-05,-0.2206795,IRF2BP2
8129637,5.78E-04,1.10E-05,1.01769829,VNN2
7929247,5.78E-04,1.10E-05,-0.14369756,5-Mar
7922994,5.80E-04,1.11E-05,-0.19930447,BRINP3
7966213,5.80E-04,1.11E-05,0.19310521,MMAB
8037037,5.82E-04,1.12E-05,0.31067144,ATP5SL
8103389,5.82E-04,1.12E-05,-0.31900874,CTSO
8156321,5.82E-04,1.12E-05,0.38224342,SYK
8174313,5.87E-04,1.13E-05,-0.21987608,MORC4///MORC4
8143397,5.98E-04,1.15E-05,-0.44012719,DENND2A
8045398,6.04E-04,1.17E-05,-0.15984229,RAB3GAP1
7942174,6.04E-04,1.17E-05,0.19889286,PPFIA1
7911331,6.04E-04,1.18E-05,0.43609105,
7924463,6.04E-04,1.18E-05,0.43609105,
7927089,6.04E-04,1.18E-05,0.43609105,
7945347,6.04E-04,1.18E-05,0.43609105,
7998115,6.04E-04,1.18E-05,0.43609105,
8031997,6.04E-04,1.18E-05,0.43609105,
8102530,6.04E-04,1.18E-05,0.43609105,
8137668,6.04E-04,1.18E-05,0.43609105,
7894001,6.05E-04,1.19E-05,-0.39814353,
8143781,6.05E-04,1.19E-05,0.51472134,GIMAP6
7987248,6.05E-04,1.19E-05,-0.36769725,GOLGA8DP///GOLGA8CP///GOLGA8B///GOLGA8A
7932964,6.05E-04,1.19E-05,0.31629998,C1D
8022283,6.05E-04,1.19E-05,-0.961237,PIEZO2
8064245,6.08E-04,1.20E-05,-0.24784549,TCEA2
8039212,6.11E-04,1.21E-05,0.66723663,LILRB2
7956009,6.14E-04,1.22E-05,0.21844259,METTL7B
7959354,6.14E-04,1.22E-05,-0.18493132,BCL7A
8149555,6.17E-04,1.23E-05,-0.45681381,PSD3
8114612,6.20E-04,1.23E-05,0.74994298,CD14
8079392,6.30E-04,1.26E-05,0.62873491,CCR2
7957043,6.32E-04,1.26E-05,-0.20562003,FRS2
7997272,6.41E-04,1.28E-05,-0.22148476,GABARAPL2
8145818,6.41E-04,1.28E-05,0.11695362,
8040576,6.42E-04,1.29E-05,-0.27410694,
8088745,6.42E-04,1.29E-05,-0.29379093,FRMD4B
8037422,6.42E-04,1.29E-05,0.2180524,LYPD5
8016261,6.43E-04,1.30E-05,-0.61207056,LOC644172///MAPK8IP1
8047159,6.45E-04,1.30E-05,-0.52475357,
8165658,6.45E-04,1.30E-05,0.74106068,MTND2P28
8020423,6.45E-04,1.30E-05,-0.27164956,MIB1
8057506,6.46E-04,1.31E-05,-0.65925832,FRZB
8175933,6.46E-04,1.31E-05,0.33713619,RENBP
8114805,6.50E-04,1.32E-05,-0.1789097,FGF1
8113504,6.53E-04,1.33E-05,-0.8509721,NREP
8078270,6.54E-04,1.33E-05,-0.21697865,RPL15
7953873,6.55E-04,1.34E-05,-0.5925786,OVOS///OVOS2
8049847,6.64E-04,1.36E-05,-0.24184903,FARP2
7951246,6.67E-04,1.37E-05,0.95569894,MMP8
8031223,6.68E-04,1.37E-05,0.61343988,LILRB1
8104601,6.68E-04,1.37E-05,0.43278703,BASP1
8170117,6.71E-04,1.38E-05,0.08963494,
8034873,6.74E-04,1.39E-05,0.62842107,ADGRE2
8076461,6.85E-04,1.41E-05,-0.55431047,
8085984,6.85E-04,1.42E-05,-0.30056169,OSBPL10
7930454,6.85E-04,1.42E-05,-0.4098832,PDCD4
7999553,7.06E-04,1.46E-05,0.39060805,CPPED1
8081686,7.12E-04,1.48E-05,-0.27564977,BOC
8088106,7.12E-04,1.48E-05,0.39919733,TKT
8038899,7.12E-04,1.48E-05,0.76842536,FPR1
7915612,7.13E-04,1.49E-05,0.54290265,PTCH2
8132118,7.14E-04,1.49E-05,0.41764818,AQP1///AQP1
7923483,7.16E-04,1.50E-05,0.15981283,RABIF
8023415,7.21E-04,1.51E-05,-0.3566839,TCF4
8083887,7.21E-04,1.51E-05,-0.43684149,CLDN11
8090840,7.27E-04,1.53E-05,-0.18270146,RYK
7912750,7.28E-04,1.53E-05,-0.27499003,FBXO42
8038192,7.28E-04,1.53E-05,0.26886583,FUT1
8079021,7.28E-04,1.54E-05,-0.20410583,CTNNB1
7962181,7.31E-04,1.54E-05,0.14210427,
7933733,7.33E-04,1.55E-05,-0.67397558,FAM13C
7916185,7.42E-04,1.57E-05,-0.2183006,ZCCHC11
7987192,7.65E-04,1.62E-05,0.23303898,SLC12A6
7935337,7.69E-04,1.63E-05,0.65889028,PIK3AP1
8083310,7.77E-04,1.65E-05,0.21703448,RNF13
7939839,7.79E-04,1.66E-05,0.36763356,PTPRJ
8140730,7.79E-04,1.66E-05,-0.33681961,TMEM243
8128837,7.79E-04,1.66E-05,-0.23325233,METTL24
8000574,7.79E-04,1.67E-05,0.3558422,NUPR1
7957551,7.90E-04,1.69E-05,-0.60051479,SOCS2
8017843,7.90E-04,1.69E-05,0.86101118,SLC16A6
7922773,7.95E-04,1.71E-05,0.5000662,NCF2
7967841,7.95E-04,1.71E-05,0.22417569,CHFR
8094974,8.06E-04,1.74E-05,-0.16558167,OCIAD1
8007290,8.12E-04,1.75E-05,0.27026814,MLX
8003249,8.12E-04,1.75E-05,-0.27680681,FBXO31
7940421,8.16E-04,1.77E-05,0.1290011,PGA4///PGA3///PGA5
7900585,8.18E-04,1.77E-05,0.16282282,YBX1
8047606,8.26E-04,1.79E-05,-0.34703378,NBEAL1
8141241,8.30E-04,1.80E-05,-0.29800505,SMURF1
7960744,8.30E-04,1.81E-05,0.48037243,C1R
8097282,8.30E-04,1.81E-05,-0.48812205,SPRY1
7922219,8.31E-04,1.81E-05,0.72482673,SELL
8012475,8.33E-04,1.82E-05,-0.53118144,MYH10
8163428,8.34E-04,1.82E-05,0.2044581,INIP
8036503,8.34E-04,1.83E-05,0.25933625,RASGRP4
8060897,8.39E-04,1.84E-05,-0.48064887,PLCB4
8075542,8.49E-04,1.86E-05,0.13870604,PRR14L
7917912,8.50E-04,1.87E-05,0.18993405,DPYD
8097655,8.50E-04,1.87E-05,0.24613392,
8070389,8.53E-04,1.88E-05,-0.19517956,HMGN1
8086482,8.57E-04,1.89E-05,-0.20223589,ZNF445
8083272,8.60E-04,1.90E-05,0.31200452,GYG1
8123989,8.66E-04,1.92E-05,-0.16193664,RANBP9
8174767,8.70E-04,1.93E-05,-0.35607769,TMEM255A
8120602,8.72E-04,1.94E-05,-0.33932032,OGFRL1
8156043,8.79E-04,1.96E-05,0.74867739,PSAT1
7945321,8.79E-04,1.96E-05,0.24634228,GLB1L2
8121861,8.83E-04,1.97E-05,-0.39119503,NCOA7
8004266,8.83E-04,1.97E-05,0.26006094,SLC16A13///JOSD1
7895019,8.88E-04,1.98E-05,-0.56728202,
7977409,8.91E-04,1.99E-05,-0.2931555,CRIP1
8020352,9.04E-04,2.03E-05,-0.17375022,
8030931,9.04E-04,2.03E-05,-0.38194413,ZNF528
8075217,9.04E-04,2.03E-05,0.40219982,AP1B1
8025741,9.04E-04,2.04E-05,0.29195743,DNM2
7950142,9.04E-04,2.04E-05,0.33295789,CLPB
7970376,9.11E-04,2.06E-05,0.26260959,CHAMP1
8086503,9.11E-04,2.06E-05,-0.32773467,ZDHHC3
8017312,9.11E-04,2.06E-05,-0.16391403,MED13
8018364,9.14E-04,2.07E-05,0.27369925,GRB2
7920697,9.18E-04,2.08E-05,0.35385647,GBA
7924551,9.24E-04,2.11E-05,0.31511375,
7925523,9.24E-04,2.11E-05,0.31511375,
8132690,9.24E-04,2.11E-05,0.31511375,
7973158,9.24E-04,2.11E-05,-0.22123505,ARHGEF40
8083333,9.24E-04,2.11E-05,0.18769367,EIF2A
7926807,9.37E-04,2.14E-05,0.46967255,PDSS1
8174119,9.46E-04,2.16E-05,-0.37928574,ZMAT1
8144857,9.46E-04,2.17E-05,0.20290407,NAT1
7896687,9.46E-04,2.17E-05,0.75638608,
7990417,9.47E-04,2.18E-05,0.22695005,SCAMP2
7931832,9.55E-04,2.20E-05,0.68028085,AKR1C2
8070826,9.56E-04,2.20E-05,0.529078,ITGB2
8125234,9.66E-04,2.23E-05,-0.36058853,TNXB///TNXA
8154491,9.68E-04,2.24E-05,-0.50499731,ADAMTSL1
7984217,9.72E-04,2.25E-05,0.29518138,PLEKHO2
7906348,9.73E-04,2.25E-05,-0.54064618,CD1C
7969145,9.78E-04,2.27E-05,0.13505414,ARL11
7894827,9.81E-04,2.28E-05,0.33612106,
8092661,9.81E-04,2.28E-05,-0.17958276,MASP1
8105331,9.81E-04,2.28E-05,-1.11560659,GZMK
8130038,9.87E-04,2.30E-05,-0.24427097,SHPRH
8030789,1.00E-03,2.34E-05,0.22297524,SIGLEC7
8023382,1.01E-03,2.35E-05,0.13515022,MBD2
8091009,1.01E-03,2.37E-05,0.20177581,PIK3CB
8033587,1.01E-03,2.38E-05,0.19092406,PRAM1
8093219,1.01E-03,2.38E-05,0.14185214,BDH1
8066848,1.02E-03,2.39E-05,0.46918466,PREX1
8085026,1.02E-03,2.40E-05,-0.15982474,RPL35A
8119898,1.03E-03,2.43E-05,-0.41774771,VEGFA
7946569,1.03E-03,2.43E-05,0.30766149,RNF141
8100145,1.03E-03,2.44E-05,0.2767171,COMMD8
8114787,1.04E-03,2.45E-05,0.49726469,GNPDA1
8104568,1.04E-03,2.46E-05,-0.41071136,
8168723,1.04E-03,2.47E-05,-0.23938898,RPA4
8007848,1.04E-03,2.48E-05,-0.62118253,LOC644172///MAPK8IP1
7944799,1.04E-03,2.48E-05,0.08279847,OR10G7///OR10G4///OR10G9///OR10G8
8118594,1.04E-03,2.48E-05,-0.49454071,HLA-DPB1
7902848,1.05E-03,2.49E-05,-0.30909574,
8072798,1.05E-03,2.50E-05,0.56932864,CYTH4
8125545,1.05E-03,2.51E-05,-0.52868651,HLA-DOA
8116272,1.05E-03,2.52E-05,0.45118756,ADAMTS2
8022295,1.06E-03,2.53E-05,-0.86282682,PIEZO2
7895906,1.06E-03,2.53E-05,-0.45615227,
8055060,1.06E-03,2.55E-05,-0.17068827,WDR33
8143065,1.07E-03,2.56E-05,0.25452038,C7orf49
8122058,1.07E-03,2.57E-05,0.48400696,ARG1
7933672,1.07E-03,2.57E-05,-0.52633154,PCDH15
8032899,1.07E-03,2.59E-05,0.13833702,TICAM1
8173999,1.07E-03,2.59E-05,0.4405897,XKRX
7895615,1.07E-03,2.59E-05,0.42165188,
7893298,1.07E-03,2.59E-05,-0.39493216,
7893965,1.08E-03,2.61E-05,0.45026448,
7928855,1.08E-03,2.62E-05,-0.29130428,BMPR1A
8163149,1.09E-03,2.64E-05,-0.3585217,PTPN3
8069700,1.09E-03,2.65E-05,-0.31338656,N6AMT1
8140478,1.09E-03,2.66E-05,-0.32953781,GSAP
7948364,1.09E-03,2.66E-05,0.6133063,MPEG1
8166730,1.09E-03,2.66E-05,0.57968773,CYBB
7896531,1.09E-03,2.67E-05,0.24105329,
8054217,1.10E-03,2.69E-05,0.2374821,TXNDC9
8093304,1.10E-03,2.69E-05,0.38902736,CCRL2///CCRL2
8127158,1.10E-03,2.70E-05,0.46739831,GCLC
8044049,1.10E-03,2.71E-05,0.80162231,IL18RAP
8132347,1.12E-03,2.74E-05,0.4044019,GPR141
8147837,1.12E-03,2.75E-05,-0.45891517,ZFPM2
8068397,1.12E-03,2.76E-05,-0.1593438,
8118069,1.12E-03,2.77E-05,0.52632342,MUC21
8035553,1.14E-03,2.81E-05,0.32760389,COPE
8180100,1.14E-03,2.81E-05,-0.41518275,HLA-DPA1
8022310,1.14E-03,2.82E-05,-0.90188298,PIEZO2
8156506,1.15E-03,2.84E-05,-0.23124278,PTPDC1
8003425,1.15E-03,2.84E-05,0.11862634,CBFA2T3
8178199,1.15E-03,2.86E-05,-0.62039661,HLA-DQA2///HLA-DQA1
8179489,1.15E-03,2.86E-05,-0.62039661,HLA-DQA2///HLA-DQA1
7977161,1.15E-03,2.87E-05,0.44271647,TDRD9
7901426,1.16E-03,2.89E-05,-0.35259266,ZFYVE9
8070341,1.16E-03,2.91E-05,-0.298927,BRWD1
7933149,1.17E-03,2.92E-05,0.10896623,RASGEF1A
7912198,1.17E-03,2.93E-05,0.40283274,ENO1
8128394,1.17E-03,2.93E-05,-0.26458054,PNISR
7893142,1.17E-03,2.94E-05,-0.43225695,
8120067,1.17E-03,2.95E-05,-0.49957094,SLC25A27
7952004,1.18E-03,2.97E-05,-0.31748348,SCN4B
7915275,1.18E-03,2.98E-05,0.26773175,
8146198,1.19E-03,3.00E-05,-0.26206644,POLB
8147040,1.20E-03,3.02E-05,-0.20224853,ZBTB10
8136045,1.20E-03,3.04E-05,0.19992473,IRF5
8156263,1.20E-03,3.04E-05,-0.22793788,SPIN1
7895728,1.20E-03,3.04E-05,-0.56061727,
8055089,1.20E-03,3.05E-05,0.158081,POLR2D
8014768,1.21E-03,3.06E-05,-0.37558483,PLXDC1
7893642,1.21E-03,3.07E-05,0.20953571,
7893250,1.21E-03,3.08E-05,-0.67356243,
8063389,1.21E-03,3.09E-05,0.1279072,LINC01270
7943398,1.22E-03,3.11E-05,-0.19219379,YAP1
8152782,1.23E-03,3.14E-05,0.22166978,KIAA0196
8096411,1.23E-03,3.15E-05,0.21240102,TIGD2
8077550,1.23E-03,3.15E-05,0.2589925,MTMR14
7925561,1.23E-03,3.16E-05,-0.38259024,
8062927,1.23E-03,3.16E-05,0.70122175,PI3
8162086,1.23E-03,3.17E-05,0.27671844,AGTPBP1
8164177,1.23E-03,3.17E-05,0.18119159,MAPKAP1
8091778,1.24E-03,3.19E-05,-0.33076067,SCARNA7
7950307,1.25E-03,3.22E-05,0.52957034,UCP2
7898833,1.25E-03,3.23E-05,-0.15846368,KDM1A
8046895,1.25E-03,3.23E-05,-0.35067318,FAM171B
7984641,1.25E-03,3.24E-05,-0.16663609,ARIH1
8077376,1.26E-03,3.25E-05,-0.31355726,ITPR1
7926545,1.26E-03,3.27E-05,-0.24393024,PLXDC2
8168045,1.26E-03,3.28E-05,0.33571856,EFNB1
7954969,1.26E-03,3.28E-05,0.26371276,IRAK4
8091867,1.27E-03,3.31E-05,-0.71204616,BCHE
8111101,1.27E-03,3.32E-05,-0.23588801,ANKH
7946071,1.27E-03,3.33E-05,-0.09163991,OR51B5
7978997,1.28E-03,3.33E-05,-0.19350989,MAP4K5
7908841,1.28E-03,3.34E-05,-0.25511726,PPP1R12B
7943158,1.28E-03,3.35E-05,-0.47476874,SCARNA9
7969050,1.28E-03,3.35E-05,-0.25177051,CYSLTR2
7922200,1.29E-03,3.39E-05,-0.71307468,SELP
8102938,1.29E-03,3.39E-05,-0.259211,RNF150
7936734,1.29E-03,3.41E-05,-0.66408823,FGFR2
7943031,1.30E-03,3.42E-05,0.17888737,TRIM64C///TRIM64B///TRIM64EP
7950965,1.30E-03,3.42E-05,0.17888737,TRIM64C///TRIM64B///TRIM64EP
7992893,1.30E-03,3.44E-05,0.36038856,
8151252,1.31E-03,3.46E-05,0.14229232,
8133012,1.32E-03,3.50E-05,0.22376127,
7932554,1.34E-03,3.56E-05,-0.24690044,ARHGAP21
7976812,1.35E-03,3.58E-05,-0.50440276,SNORD113-4
7896705,1.35E-03,3.59E-05,0.48303798,
8095048,1.37E-03,3.64E-05,-0.14837966,FIP1L1
8166230,1.38E-03,3.67E-05,-0.29592899,TXLNG
8130739,1.38E-03,3.68E-05,0.4106742,RPS6KA2
7945786,1.39E-03,3.73E-05,-0.16935702,NAP1L4
8129181,1.39E-03,3.73E-05,-0.20869917,GOPC
8145047,1.39E-03,3.73E-05,-0.48860921,SFTPC
8119169,1.41E-03,3.77E-05,-0.24112649,TBC1D22B
7927108,1.41E-03,3.79E-05,0.28678164,BMS1
7927732,1.42E-03,3.81E-05,-0.41498235,ARID5B
8115691,1.42E-03,3.82E-05,-0.49090905,SLIT3
8083494,1.44E-03,3.87E-05,-0.76887153,MME
8091523,1.44E-03,3.88E-05,0.44215812,P2RY13
7926661,1.44E-03,3.89E-05,-0.30282985,MSRB2
7965606,1.45E-03,3.91E-05,0.2566195,HAL
8144184,1.47E-03,3.96E-05,-0.2040902,ESYT2
8169002,1.48E-03,4.00E-05,-0.14755087,
8043278,1.49E-03,4.03E-05,0.31461806,MRPL35
8010897,1.49E-03,4.04E-05,-0.26471065,METRNL
7911138,1.49E-03,4.05E-05,-0.34405348,CNST
7954279,1.50E-03,4.07E-05,-0.21183001,AEBP2
7951335,1.53E-03,4.15E-05,0.26968549,
7969288,1.53E-03,4.15E-05,0.79366558,OLFM4
7947531,1.53E-03,4.18E-05,0.2576928,COMMD9
7895913,1.53E-03,4.18E-05,-0.36845566,
7971375,1.54E-03,4.19E-05,-0.14954664,TPT1
7896748,1.54E-03,4.20E-05,0.98829398,
7896337,1.54E-03,4.20E-05,-0.35003927,
8171493,1.55E-03,4.24E-05,-0.2639185,CTPS2
8146863,1.55E-03,4.24E-05,-0.5692782,SULF1
7910589,1.55E-03,4.25E-05,0.13526901,MAP10
7975453,1.55E-03,4.25E-05,-0.39021438,SNORD56B
7932227,1.55E-03,4.27E-05,-0.24403915,NMT2
8165680,1.55E-03,4.28E-05,0.57677255,
